43.053194;1.56580145
42.7192892;1.6016959
42.3903041;1.62743165
41.7459821;1.65076615
41.1120285;1.67162595
40.1820465;1.68844035
38.6767241;1.72697335
37.7978964;1.76647815
36.6593826;1.8068361
36.1019224;1.8342838
35.2830833;1.8668052
34.7494281;1.87614465
34.2219622;1.8982531
33.7027487;1.9190112
33.1923166;1.9334865
32.6878622;1.9612054
32.1918718;1.9826528
31.7037106;2.00264815
31.2220561;2.02965515
30.748125;2.0535716
30.2813883;2.0777762
29.821317;2.10579455
29.3688633;2.12882395
28.923075;2.15390995
28.4838992;2.18112035
28.0490083;2.23106635
27.62438;2.24600495
26.7921572;2.29925055
26.184971;2.33412235
25.591433;2.37151405
25.202618;2.4034987
24.8207329;2.4236579
24.4436617;2.45634315
24.0727798;2.48320325
23.7070821;2.51669645
23.3467273;2.55277735
22.9921915;2.5850332
22.6428928;2.6198937
21.6272128;2.71589285
21.2993915;2.74097885
20.9762254;2.7709521
20.6589841;2.7848172
20.5006015;2.81770585
20.1888618;2.86051025
19.7303775;2.9210274
19.4315983;2.94305675
19.1371569;2.96774725
18.8455192;3.02551285
18.559436;3.06117
18.2773732;3.1050592
17.9999127;3.14165425
17.7266842;3.17867305
17.457529;3.2188389
17.1923942;3.2595076
16.9314385;3.2979163
16.6747677;3.3283811
16.4213238;3.376101
16.1721648;3.4130181
15.9268146;3.45033635
15.6849558;3.49393175
15.4468;3.53808085
15.2125059;3.5737606
14.98128;3.62500045
14.7539158;3.6677201
14.530043;3.7078238
14.3093971;3.7546736
14.0921897;3.79891875
13.8782092;3.84692115
13.6677201;3.88571405
13.4604579;3.92490245
13.2557878;3.9845269
13.1545901;4.01468095
12.8569218;4.0584741
12.6617737;4.10630135
12.4700112;4.137269
12.2813698;4.1614736
12.094527;4.22823965
11.9110698;4.27088585
11.7305221;4.31033415
11.5529368;4.33919435
11.3778907;4.37559165
11.2059657;4.3901065
11.0367386;4.40097145
10.8711087;4.36025755
