73.649;-7258.2;-7.3037;4.17E-06;2;0
80.877;-6902.4;-8.7761;5.80E-06;2;0
88.09;-7688.3;-9.7708;5.88E-06;2;0
136.83;-9544.8;-18.19;0.01659;1;0
85.475;-7595.8;-9.378;5.69E-06;2;0
-8.6693;2.2965;-4.4658;-8.4529;0;0
-10.072;4.1849;-6.9586;-4.8277;0;0
-9.531;2.7012;-6.9841;-6.5038;0;0
-10.275;4.1393;-7.7307;-5.9825;0;0
100.18;-4841.9;-13.541;0.02003;1;0
66.7563;-5059.18;-8.08935;9.25E-06;2;0
66.945;-4604.1;-8.25491;1.16E-05;2;0
63.3315;-5117.78;-7.48305;7.77E-06;2;0
128.146;-5763.49;-19.5522;0.0304565;1;0
34.254;-3073.42;-3.00418;6.05E-17;6;0
61.583;-4404.84;-7.33853;9.62E-06;2;0
34.1804;-3002.49;-3.00165;7.50E-17;6;0
60.8249;-4136.1;-7.30455;1.14E-05;2;0
-7.338;-0.3093;0.20125;-13.455;0;0
-10.2921;3.3035;-8.0592;-2.4366;0;0
-8.8952;2.5694;-6.3275;-3.5483;0;0
-9.4473;3.0697;-6.9411;-2.1692;0;0
65.3;-5030;0;-7.817258;8.39E-06;2
58.3;-3890;0;-6.97691;1.15E-05;2
52.3;-4980;0;-5.5114;3.76E-17;6
73.9;-4930;0;-9.32929;1.31E-05;2
72.4;-5450;0;-8.8835;9.41E-06;2
15.2;-2630;0;-0.00194;1.94E-19;6
61.6;-4400;0;-7.33853;9.62E-06;2
70.4;-6060;0;-8.38;6.62E-06;2
78.3;-6950;0;-9.45;6.47E-06;2
86.997;-7890.6;0;-10.6255;6.47E-06;2
57.9;-3810;0;-6.89988;1.23E-05;2
